所属行业,站点名称,企业名称,经纬度
纺织染整,标排口,金华帅达毛纺织品有限公司,"119.906090,29.248231"
电镀,标准排放口,温州市清能节能再生资源有限公司,"120.699366,27.994267"
污水处理厂,排放口,杭州萧山东片污水处理有限公司,"120.285336,30.165941"
化工,标排口,中天东方氟硅材料有限公司(原名浙江中天氟硅材料有限公司）,"120.117132,30.290974"
医药,RTO排气筒,宁波人健医药业化工有限公司,"121.625780,30.057271"
合成革,废水排放口,湖州德欧皮业有限公司,"120.396213,30.802162"
重金属,1#排口,温岭市泰源电镀有限公司,"121.588773,28.285160"
污水处理厂,废水标排口,宁波三友环保工程有限公司(九龙湖酸洗废水处理站),"121.542809,30.031684"
造纸,标排口,安吉金瑞纸业有限公司,"119.560792,30.534912"
电镀,标排口,台州市椒江升旺电镀有限公司,"121.495231,28.694192"
污水处理厂,总排口,嵊州市三界镇始宁污水处理有限公司,"120.845151,29.756669"
金属加工,废水排放口,杭州新永丰钢业有限公司,"119.992257,30.015316"
纺织染整,标准排放口,温州市上顺服饰有限公司,"120.549987,27.989268"
污水处理厂,总排口,嘉兴市秀清水务建设有限公司西文桥污水处理站,"120.582263,30.819985"
电镀,废水排放口,湖州长辉电镀有限公司,"120.319751,30.757659"
化工,标排口,绍兴市上虞区金冠化工有限公司,"120.872754,30.144167"
金属加工,标排口,宁波培源电器制造有限公司,"121.400529,29.788176"
污水处理厂,总排口,义乌市水处理有限责任公司江东运营部,"120.099577,29.302442"
化工,污水总排放口,杭州吉华江东化工有限公司,"120.606218,30.265098"
污水处理厂,废水排放口,岱山县岱东镇污水处理厂,"122.202208,30.291745"
纺织染整,排放口,浙江智兴集团有限公司（杭州鸿江纺织印染有限公司）,"120.498451,30.237645"
纺织染整,标排口,东阳市东冉服饰有限公司,"120.280756,29.148656"
污水处理厂,总排口,青田县污水处理厂,"120.299375,28.130000"
造纸,应急排放口,浙江山鹰纸业有限公司(原吉安集团股份有限公司),"120.294974,30.441258"
纺织染整,标排口,兰溪市永新织造有限公司,"119.391020,29.246517"
化工,一期RTO,浙江逸盛石化有限公司,"120.246233,30.182500"
电镀,排口,宁波中骏森驰汽车零部件股份有限公司,"121.180840,30.209823"
污水处理厂,标排口,淳安县水务有限公司坪山污水处理厂,"119.157573,29.606250"
daxingchuqinyangzhi,排放口,杭州萧山钱江出口养殖实业有限公司,"120.155070,30.274084"
daxingchuqinyangzhi,标排口,绍兴市上虞富强生态农业有限公司（东海养殖）,"120.701723,30.111202"
纺织染整,2#标排口,杭州益邦氨纶有限公司,"120.502049,30.334441"
污水处理厂,废水排放口,江山市贺村污水处理厂,"118.534841,28.663694"
医药,污水总排放口,泰华医药化工杭州有限公司,"120.611473,30.272934"
化工,港储油气回收废气排放口,中国石化镇海炼化分公司港储部,"121.666911,29.973934"
金属加工,标排口,浙江遂昌遂钢金属制品有限公司,"119.276104,28.592119"
皮革,1#排口,余姚市创丰毛皮制品有限公司,"121.076565,30.257270"
金属加工,标排口,德清县欣勤电子有限公司,"120.291350,30.613850"
电镀,标排口,杭州临安天伦企业有限公司,"119.578371,30.305920"
化工,标准排放口,温州市新纪树脂有限公司,"120.477459,28.176450"
电镀,标排口,宁波市鄞州互环物业管理服务有限公司,"121.550357,29.874556"
热电,1号机组,宁波科丰燃机热电有限公司,"121.653983,29.870539"
纺织染整,标排口,绍兴富强泰华印染有限公司,"120.514400,29.973993"
重金属,1#排口,玉环市大麦屿开发区电镀有限公司,"121.178680,28.103310"
化工,标排口,绍兴市上虞杜浦化工厂,"120.852550,30.144500"
污水处理厂,废水标排口,建德市乾潭镇安仁污水处理厂,"119.545515,29.616646"
造纸,标排口,嵊州市白云纸业有限公司,"120.824467,29.683423"
垃圾焚烧,2#废气排放口,舟山旺能环保能源有限公司,"122.092962,29.966615"
垃圾焚烧,2#废气排放口,桐庐盛运环保电力有限公司,"119.712723,29.836060"
化工,废水排放口,湖州鑫富新材料有限公司,"120.210535,30.725493"
化工,总排口,绍兴市上虞联合化剂厂,"120.770780,30.065531"
纺织染整,纳管口,海盐嘉源色彩科技有限公司（原海盐嘉源印染有限公司）,"120.834213,30.571984"
纺织染整,标排口,绍兴县凤仪纺织印染有限公司,"106.583359,31.900185"
造纸,排放口,安吉大成纸业有限公司,"119.607679,30.633818"
纺织染整,标排口,义乌市芬雪琳服饰有限公司,"120.043630,29.182028"
纺织染整,标排口,义乌市恒达织带有限公司,"120.043512,29.285407"
纺织染整,标排口,绍兴上虞华达漂染有限公司,"120.882413,30.003912"
污水处理厂,排放口,淳安县水务有限公司城西污水处理厂,"119.059114,29.580088"
造纸,标排口,台州市正洋纸业有限公司,"121.147239,28.815393"
纺织染整,标排口,绍兴勇舜印染有限公司,"120.667052,30.160061"
纺织染整,标排口,湖州丰诚纺织有限公司,"120.340475,30.653650"
污水处理厂,总排口,龙泉市溪北污水处理厂（龙泉海元水处理有限公司）,"119.141461,28.074623"
纺织染整,纳管口,嘉兴业成染整有限公司,"120.660653,30.687916"
纺织染整,排放口,绍兴大湾化纤有限公司,"120.480765,29.964870"
污水处理厂,总排放口,诸暨山下湖污水处理有限公司,"120.358281,29.852237"
水泥,2#窑头排口,宁波科环新型建材股份有限公司,"121.142680,30.063037"
纺织染整,标排口1#,杭州樱花线业有限公司,"119.342576,30.182780"
污水处理厂,标排口,宁波市奉化建邦环境水务有限公司,"121.550357,29.874556"
医药,1#VOC排口,浙江华海药业股份有限公司川南二分厂,"120.167142,30.292841"
水泥,2号标排口,杭州市建德市红狮水泥有限公司,"119.158622,29.418848"
化工,（A排放口）,衢州巨化锦纶责任有限公司,"118.894151,28.896132"
垃圾焚烧,炉排炉2号,嘉兴市绿色能源有限公司,"120.906955,30.752666"
纺织染整,1#排口,浙江省临海毛纺厂（有限公司）,"121.130893,28.852105"
金属加工,废水排放口,富鼎电子科技（嘉善）有限公司,"120.889854,30.938613"
造纸,标排口,安吉益顺纸业有限公司,"119.507889,30.559519"
医药,总排口,浙江启明药业有限公司,"120.155663,30.179558"
化工,RTO排气筒,宁波三江益农化学有限公司,"121.625694,30.057074"
污水处理厂,废水标排口,富阳春江污水回用处理有限公司,"119.923046,30.053477"
金属加工,标排口,绍兴泰力冷轧钢有限公司,"120.871288,29.579523"
电镀,废水标排口,桐庐春江阀门有限公司,"119.725022,29.810568"
皮革,总排口,浙江同星制冷有限公司,"120.138908,30.178923"
皮革,标排口,舟山长宏国际船舶再生利用有限公司,"122.026179,30.146190"
皮革,标排口,浙江三门恒康制药有限公司,"121.430768,29.104343"
皮革,入管网口,海宁市绿源服装砂洗有限责任公司,"120.409381,30.383529"
皮革,废水标排口,宁波美宁机械有限公司,"121.663904,29.939962"
皮革,标排口,绍兴县永通丝绸印染有限公司,"106.912216,29.264477"
,2#标排口,台州华迪实业有限公司,"121.635474,28.750661"
皮革,总排口,浙江绍兴东灵保健食品有限公司,"120.644346,30.083873"
皮革,排放口,浙江胜利羽绒制品有限公司,"120.300008,30.138689"
皮革,标排口,杭州新三联电子有限公司,"120.245106,30.409886"
锅炉,标排口1#,舟山东方印染有限公司,"122.150028,30.072107"
皮革,总排口,浙江古越龙山绍兴酒股份有限公司玻璃瓶厂,"120.650225,30.064129"
皮革,标排口,长安福特汽车有限公司杭州分公司,"109.007937,34.468507"
皮革,标排口,宁波侨泰纺织有限公司,"121.746551,29.956904"
皮革,标排口,万华化学（宁波）氯碱有限公司,"121.951416,29.936147"
皮革,废水排放口,宁波约翰迪尔农业机械有限公司,"121.583040,29.952872"
皮革,1#,嘉兴市泰石羊毛碳化有限公司,"120.666232,30.666752"
皮革,标排口,宁波方太厨具有限公司,"121.270800,30.193422"
火电,5号炉,浙江浙能温州发电有限公司,"120.834900,27.990700"
皮革,排放口,浙江万翔寝具制品有限公司,"120.331752,30.166879"
皮革,排污口,武义县中坚和荣华浮选厂,"119.816318,28.892721"
皮革,标排口,中浪环保股份有限公司,"111.996971,24.079264"
热电,废气排放口,温州宏泽热电股份有限公司,"120.786000,27.811598"
皮革,纳管口,宁波舜象科技实业有限公司,"121.121883,30.008752"
皮革,总排口,德清县东港纸业有限公司,"120.275440,30.513200"
皮革,废水,舟山市普陀华兴水产有限公司,"122.259440,29.961981"
皮革,一二期进水口,海宁首创水务有限责任公司,"120.680012,30.395467"
皮革,废水排放口,晓星新材料（衢州）有限公司,"118.855625,28.868893"
皮革,标排口,湖州金能达印染有限公司,"119.854472,30.625925"
,排放口,杭州澳美印染有限公司,"120.451640,30.183421"
皮革,1#,丽水市南平革基布有限责任公司,"119.922796,28.467630"
皮革,标排口,台州奥通化工有限公司,"121.522386,28.491824"
皮革,标排口1#,青田新盛辅料有限公司,"120.379447,28.153062"
皮革,排放口,浙江万向系统有限公司,"120.264855,30.198518"
皮革,废水排放口,开化瑞达塑胶科技有限公司,"118.374268,29.074662"
热电,排放口2,嘉兴市能达步云热电有限公司,"120.906955,30.752666"
垃圾焚烧,废气排放口#1,宁波北仑环保固废处理有限公司,"121.550357,29.874556"
皮革,标排口,杭州东南毛纺织染整有限公司,"120.487325,30.255836"
皮革,标排口1#,临安武隆印刷电路板厂,"119.724733,30.233873"
皮革,1#,缙云县南河电镀厂,"120.064052,28.611532"
皮革,标排口,杭州中强印染有限公司,"120.155589,30.406172"
皮革,总排口,丽水新航实业有限公司,"119.847487,28.391973"
皮革,废水排放口,宁波敏达机电有限公司,"121.760653,29.869156"
皮革,标排口,金华英博双鹿啤酒有限公司,"119.612665,29.077260"
皮革,纳管口,绍兴飞凡实业有限公司,"120.633671,30.134307"
皮革,排放口,杭州萧山顺和金属软管有限公司,"120.531450,30.174544"
皮革,标排口,杭州余杭水务有限公司余杭分公司,"119.942262,30.259477"
皮革,1#,奉化市金盛镀业有限公司,"121.426305,29.707309"
皮革,总排口,舟山市普陀区朱家尖水务有限公司（朱家尖城区污水处理厂）,"122.391815,29.916234"
,2#,温州市康尔微晶器皿有限公司,"120.576967,27.566934"
皮革,排放口,宁波耀峰影视设备有限公司,"121.577003,29.973395"
皮革,1#,温州市瓯海南龙制革厂,"120.538369,27.995348"
,1#废气排放口,湖州星鸿固体废物综合利用处置有限公司,"120.011242,30.920230"
,烟气排放口,衢州市圣宝建材有限公司,"118.769974,28.929724"
皮革,标排口,宁波百佳纺织服装有限公司,"121.776329,29.886327"
锅炉,直排口,浙江杭州湾纺织品有限公司,"120.567413,30.276231"
皮革,标排口,慈溪新皇冠金属制品有限公司,"121.386549,30.199610"
,废气排放口,宁波四明化工有限公司,"121.617209,30.047365"
,废气排放口,华祥（中国）高纤有限公司,"120.333191,29.042511"
皮革,污水总排放口,浙江鼎龙科技有限公司,"120.604374,30.260720"
皮革,2标排口,常石集团（舟山）造船有限公司,"122.155031,30.151499"
皮革,污水总排口,中策橡胶集团有限公司,"120.335136,30.296816"
皮革,1#,温州市上顺服饰有限公司,"120.549987,27.989268"
皮革,纳管口,福茂塑料金属制品(嘉兴)有限公司,"120.798587,30.644095"
皮革,废水总排口,宁波贝时特金属制品有限公司,"121.676233,29.922170"
皮革,1#,绍兴县永盛染整有限公司,"120.479477,30.247082"
,1#,浙江前进暖通科技股份有限公司,"119.868962,30.251826"
,2#排放口,绍兴旗滨玻璃有限公司,"120.761913,30.008981"
皮革,总排口,湖州振阳纸业有限公司,"119.854472,30.625925"
皮革,1#,杭州桥南实业有限公司,"120.392304,30.235740"
皮革,标排口,浙江福发纺织有限公司,"120.335302,30.289260"
,排放口,浙江航民股份有限公司,"120.450813,30.180650"
皮革,排放口,中国重汽集团杭州发动机有限公司,"120.381971,30.222090"
皮革,排放口,台州华迪实业有限公司,"121.635474,28.750661"
皮革,排污口1#,青田永拓金属表面技术处理有限公司,"120.211771,28.291389"
皮革,标排口,绍兴恒大染整有限公司,"120.623801,30.133205"
皮革,排放口,浙江兴隆羽绒有限公司,"120.258786,30.185914"
皮革,标排口,永康市堂胜工贸有限公司,"120.065332,28.927338"
皮革,标排口1#,杭州益邦氨纶有限公司,"120.502049,30.334441"
皮革,标排口,浙江康龙钢业有限公司,"119.992257,30.015316"
热电,2#废气排放口,杭州江东富丽达热电有限公司,"120.584152,30.287655"
皮革,标准排放口,苍南县龙港镇新美洲垃圾填埋场垃圾渗滤液处理站,"120.552677,27.578554"
皮革,排污口1#,景宁县垃圾填埋场,"120.114300,28.660500"
皮革,标排口,杭州特种纸业有限公司,"119.870630,29.988236"
皮革,排放口,绍兴麦来那生物科技有限公司,"120.658982,30.192862"
皮革,总排口,丽水市乾远制革有限公司,"119.848362,28.404808"
皮革,纳管口,加西贝拉压缩机有限公司,"108.096451,24.234257"
皮革,排放口,杭州中纬羽绒制品有限公司,"120.324651,30.143971"
皮革,标排口,永康市伟明环保能源有限公司,"119.948155,28.915287"
皮革,总排口,丽水市易上五金科技有限公司,"119.841046,28.382997"
,排放口3#,杭州翔盛纺织有限公司,"120.508852,30.173700"
皮革,标排口1,宁波锦华铝业有限公司,"121.240568,30.232290"
皮革,填埋场,永康市伟明环保能源有限公司,"119.948155,28.915287"
热电,排放口新2#,杭州红山热电有限公司,"120.383167,30.228916"
皮革,标排口,富新集团有限公司,"104.286095,31.371155"
皮革,废水总排口,青田县经济开发区江北污水处理厂,"120.282989,28.134088"
皮革,标排口,温岭市永丰制革有限公司,"121.340944,28.427872"
,废气排放口,宁波臻德环保科技有限公司,"122.123904,29.904206"
皮革,排放口,慈溪市远达环保科技有限公司,"121.219320,30.145481"
皮革,总排口,浙江袜业有限公司,"119.612746,30.301997"
皮革,纳管口,桐乡市荣翔染整有限公司,"120.622198,30.583797"
,排放口2#,浙江盛元化纤有限公司,"120.594998,30.196116"
